700	200	30	6	
157.845346	150.380158	975.558258
121.631475	23.299646	989.334525
41.486533	35.640232	994.216495
24.127255	116.523794	973.474397
32.314533	184.702755	1017.223419
56.957416	193.881071	931.081972
107.692583	38.406405	1002.458984
87.223060	61.648554	1048.276141
123.693687	173.278118	921.982073
5.427474	182.839529	934.860992
192.772022	108.879474	909.039880
96.580930	157.334990	973.196059
60.100780	124.245456	972.404233
155.452101	70.494398	1018.846570
66.286656	167.586197	999.456512
161.500842	13.993245	967.889323
85.985773	39.664505	999.718609
68.884978	10.447535	1013.483813
55.301818	156.512714	989.405287
51.783511	87.892966	1109.759838
181.047444	182.470423	987.000727
177.039604	14.690791	969.163500
146.490592	177.781875	890.303598
186.217459	153.314169	952.990781
39.708639	155.122988	981.137497
82.008199	170.425239	1024.113971
92.375643	62.778045	1030.176073
142.760203	118.009280	1040.434070
58.298061	90.706262	1008.345709
159.286440	189.636864	1012.370981
42.647978	145.297883	980.721431
96.834180	51.878863	1011.001085
75.697216	58.770802	977.813931
29.984886	78.232648	984.989212
186.731791	18.458944	893.223011
167.033999	187.235000	999.868688
135.228112	17.591349	1051.511334
53.822749	184.325376	1020.967277
139.620439	1.054800	1005.313689
16.674380	3.703856	886.065088
194.449542	98.085132	963.511778
66.587885	137.054074	1046.282926
123.057690	140.842044	1052.399716
13.579472	179.882957	1055.185138
183.671312	77.772429	1111.905936
161.660928	153.723775	1043.827207
103.528496	160.115888	1040.189643
140.924322	31.347932	1008.696904
105.586696	43.587294	1036.932032
34.257921	105.742946	985.174249
117.017351	44.271531	942.592764
93.915850	104.706738	1060.122421
11.484305	74.330036	1058.185578
152.521008	193.626596	1069.551315
126.767645	180.472667	1066.648467
12.770443	146.901917	1001.473518
26.500440	48.339941	1010.183689
34.814983	104.635296	1118.932963
5.104708	95.900262	967.646604
7.610028	22.174107	869.786835
52.827255	58.991071	960.447028
136.346708	46.291624	1042.321946
172.202726	124.556741	935.050611
192.328703	156.426532	1059.915842
173.365181	23.986184	1015.424770
184.259587	1.988899	998.944001
35.226576	187.582044	928.160002
147.008272	25.930956	983.147166
136.950624	151.119381	1090.529143
77.497085	112.740753	1106.405652
142.221476	198.604146	956.317109
11.169110	118.289939	951.416160
24.897386	3.447871	996.745953
123.324855	100.186327	1061.886675
122.936868	99.101939	995.994788
66.000781	183.146304	994.172493
45.758896	80.429798	972.754838
66.245963	64.433269	1015.713358
23.009837	78.427521	976.725234
127.670484	105.948974	998.008829
148.618528	192.099795	938.540037
192.673068	92.131032	1027.918219
109.894920	39.749323	942.545073
146.086870	88.528572	1019.552255
105.894381	147.719757	957.579191
36.371304	53.877337	974.488844
59.385804	151.715323	1029.746593
127.201557	16.990002	1051.342154
11.589873	1.206148	1029.465697
23.163859	64.618640	927.630153
106.791196	47.753529	918.211296
79.129132	163.398193	1025.152427
172.685989	41.091719	1010.751784
195.494645	43.833923	932.668992
84.297304	160.291583	1011.776195
167.427958	118.297669	991.102755
178.488121	87.367826	1024.950136
12.336052	115.845929	1009.893999
26.886046	28.251341	977.242455
103.218943	31.607625	1046.069161
114.812663	92.789181	1107.387374
197.507175	121.965170	1068.865117
